E [keV],epsilon (3 mm),epsilon (30 mm),epsilon (80 mm),epsilon (120 mm),epsilon (250 mm)
1103,2.06924E+01,5.95778E+00,2.00928E+00,1.07383E+00,3.01720E-01
1104,2.06749E+01,5.95282E+00,2.00762E+00,1.07293E+00,3.01483E-01
1105,2.06574E+01,5.94786E+00,2.00595E+00,1.07203E+00,3.01247E-01
1106,2.06399E+01,5.94291E+00,2.00429E+00,1.07114E+00,3.01011E-01
1107,2.06225E+01,5.93797E+00,2.00263E+00,1.07024E+00,3.00776E-01
1108,2.06051E+01,5.93304E+00,2.00098E+00,1.06935E+00,3.00541E-01
1109,2.05878E+01,5.92812E+00,1.99933E+00,1.06846E+00,3.00306E-01
1110,2.05705E+01,5.92321E+00,1.99768E+00,1.06757E+00,3.00072E-01
1111,2.05532E+01,5.91830E+00,1.99603E+00,1.06669E+00,2.99838E-01
1112,2.05359E+01,5.91341E+00,1.99439E+00,1.06580E+00,2.99605E-01
1113,2.05187E+01,5.90852E+00,1.99275E+00,1.06491E+00,2.99372E-01
1114,2.05015E+01,5.90364E+00,1.99111E+00,1.06403E+00,2.99139E-01
1115,2.04843E+01,5.89877E+00,1.98947E+00,1.06315E+00,2.98907E-01
1116,2.04672E+01,5.89391E+00,1.98784E+00,1.06227E+00,2.98675E-01
1117,2.04500E+01,5.88906E+00,1.98621E+00,1.06139E+00,2.98443E-01
1118,2.04330E+01,5.88421E+00,1.98458E+00,1.06051E+00,2.98212E-01
1119,2.04159E+01,5.87938E+00,1.98295E+00,1.05964E+00,2.97981E-01
1120,2.03989E+01,5.87455E+00,1.98133E+00,1.05876E+00,2.97750E-01
1121,2.03819E+01,5.86974E+00,1.97971E+00,1.05789E+00,2.97520E-01
1122,2.03649E+01,5.86493E+00,1.97809E+00,1.05702E+00,2.97291E-01
1123,2.03480E+01,5.86013E+00,1.97648E+00,1.05615E+00,2.97061E-01
1124,2.03311E+01,5.85533E+00,1.97486E+00,1.05528E+00,2.96832E-01
1125,2.03142E+01,5.85055E+00,1.97325E+00,1.05441E+00,2.96603E-01
1126,2.02973E+01,5.84577E+00,1.97164E+00,1.05355E+00,2.96375E-01
1127,2.02805E+01,5.84101E+00,1.97004E+00,1.05268E+00,2.96147E-01
1128,2.02637E+01,5.83625E+00,1.96844E+00,1.05182E+00,2.95920E-01
1129,2.02470E+01,5.83150E+00,1.96684E+00,1.05096E+00,2.95692E-01
1130,2.02302E+01,5.82676E+00,1.96524E+00,1.05010E+00,2.95466E-01
1131,2.02135E+01,5.82202E+00,1.96365E+00,1.04924E+00,2.95239E-01
1132,2.01969E+01,5.81730E+00,1.96205E+00,1.04838E+00,2.95013E-01
1133,2.01802E+01,5.81258E+00,1.96046E+00,1.04752E+00,2.94787E-01
1134,2.01636E+01,5.80787E+00,1.95888E+00,1.04667E+00,2.94562E-01
1135,2.01470E+01,5.80317E+00,1.95729E+00,1.04582E+00,2.94337E-01
1136,2.01304E+01,5.79848E+00,1.95571E+00,1.04497E+00,2.94112E-01
1137,2.01139E+01,5.79380E+00,1.95413E+00,1.04412E+00,2.93888E-01
1138,2.00974E+01,5.78912E+00,1.95255E+00,1.04327E+00,2.93664E-01
1139,2.00809E+01,5.78446E+00,1.95098E+00,1.04242E+00,2.93440E-01
1140,2.00645E+01,5.77980E+00,1.94941E+00,1.04157E+00,2.93217E-01
1141,2.00481E+01,5.77515E+00,1.94784E+00,1.04073E+00,2.92994E-01
1142,2.00317E+01,5.77050E+00,1.94627E+00,1.03989E+00,2.92771E-01
1143,2.00153E+01,5.76587E+00,1.94470E+00,1.03904E+00,2.92549E-01
1144,1.99990E+01,5.76124E+00,1.94314E+00,1.03820E+00,2.92327E-01
1145,1.99827E+01,5.75662E+00,1.94158E+00,1.03736E+00,2.92105E-01
1146,1.99664E+01,5.75201E+00,1.94002E+00,1.03653E+00,2.91884E-01
1147,1.99501E+01,5.74741E+00,1.93847E+00,1.03569E+00,2.91663E-01
1148,1.99339E+01,5.74281E+00,1.93692E+00,1.03485E+00,2.91443E-01
1149,1.99177E+01,5.73823E+00,1.93537E+00,1.03402E+00,2.91223E-01
1150,1.99015E+01,5.73365E+00,1.93382E+00,1.03319E+00,2.91003E-01
1151,1.98854E+01,5.72908E+00,1.93227E+00,1.03236E+00,2.90783E-01
1152,1.98693E+01,5.72451E+00,1.93073E+00,1.03153E+00,2.90564E-01
1153,1.98532E+01,5.71996E+00,1.92919E+00,1.03070E+00,2.90345E-01
1154,1.98371E+01,5.71541E+00,1.92765E+00,1.02987E+00,2.90127E-01
1155,1.98211E+01,5.71087E+00,1.92612E+00,1.02905E+00,2.89908E-01
1156,1.98051E+01,5.70634E+00,1.92458E+00,1.02822E+00,2.89691E-01
1157,1.97891E+01,5.70182E+00,1.92305E+00,1.02740E+00,2.89473E-01
1158,1.97732E+01,5.69730E+00,1.92152E+00,1.02658E+00,2.89256E-01
1159,1.97572E+01,5.69279E+00,1.92000E+00,1.02576E+00,2.89039E-01
1160,1.97413E+01,5.68829E+00,1.91847E+00,1.02494E+00,2.88823E-01
1161,1.97255E+01,5.68380E+00,1.91695E+00,1.02412E+00,2.88606E-01
1162,1.97096E+01,5.67931E+00,1.91543E+00,1.02330E+00,2.88391E-01
1163,1.96938E+01,5.67484E+00,1.91392E+00,1.02249E+00,2.88175E-01
1164,1.96780E+01,5.67037E+00,1.91240E+00,1.02168E+00,2.87960E-01
1165,1.96622E+01,5.66590E+00,1.91089E+00,1.02086E+00,2.87745E-01
1166,1.96465E+01,5.66145E+00,1.90938E+00,1.02005E+00,2.87530E-01
1167,1.96308E+01,5.65700E+00,1.90787E+00,1.01924E+00,2.87316E-01
1168,1.96151E+01,5.65256E+00,1.90637E+00,1.01843E+00,2.87102E-01
1169,1.95995E+01,5.64813E+00,1.90486E+00,1.01763E+00,2.86889E-01
1170,1.95838E+01,5.64371E+00,1.90336E+00,1.01682E+00,2.86675E-01
1171,1.95682E+01,5.63929E+00,1.90186E+00,1.01602E+00,2.86463E-01
1172,1.95526E+01,5.63488E+00,1.90037E+00,1.01521E+00,2.86250E-01
1173,1.95371E+01,5.63048E+00,1.89888E+00,1.01441E+00,2.86038E-01
1174,1.95216E+01,5.62608E+00,1.89738E+00,1.01361E+00,2.85826E-01
1175,1.95061E+01,5.62170E+00,1.89589E+00,1.01281E+00,2.85614E-01
1176,1.94906E+01,5.61732E+00,1.89441E+00,1.01201E+00,2.85403E-01
1177,1.94751E+01,5.61295E+00,1.89292E+00,1.01122E+00,2.85192E-01
1178,1.94597E+01,5.60858E+00,1.89144E+00,1.01042E+00,2.84981E-01
1179,1.94443E+01,5.60422E+00,1.88996E+00,1.00962E+00,2.84771E-01
1180,1.94289E+01,5.59987E+00,1.88848E+00,1.00883E+00,2.84561E-01
1181,1.94136E+01,5.59553E+00,1.88701E+00,1.00804E+00,2.84351E-01
1182,1.93983E+01,5.59120E+00,1.88553E+00,1.00725E+00,2.84141E-01
1183,1.93830E+01,5.58687E+00,1.88406E+00,1.00646E+00,2.83932E-01
1184,1.93677E+01,5.58255E+00,1.88259E+00,1.00567E+00,2.83723E-01
1185,1.93524E+01,5.57824E+00,1.88113E+00,1.00488E+00,2.83515E-01
1186,1.93372E+01,5.57393E+00,1.87966E+00,1.00410E+00,2.83307E-01
1187,1.93220E+01,5.56963E+00,1.87820E+00,1.00331E+00,2.83099E-01
1188,1.93069E+01,5.56534E+00,1.87674E+00,1.00253E+00,2.82891E-01
1189,1.92917E+01,5.56105E+00,1.87528E+00,1.00175E+00,2.82684E-01
1190,1.92766E+01,5.55678E+00,1.87383E+00,1.00097E+00,2.82477E-01
1191,1.92615E+01,5.55251E+00,1.87237E+00,1.00019E+00,2.82270E-01
1192,1.92464E+01,5.54824E+00,1.87092E+00,9.99410E-01,2.82064E-01
1193,1.92314E+01,5.54399E+00,1.86947E+00,9.98633E-01,2.81858E-01
1194,1.92164E+01,5.53974E+00,1.86802E+00,9.97857E-01,2.81652E-01
1195,1.92014E+01,5.53550E+00,1.86658E+00,9.97083E-01,2.81447E-01
1196,1.91864E+01,5.53126E+00,1.86514E+00,9.96309E-01,2.81241E-01
1197,1.91715E+01,5.52704E+00,1.86370E+00,9.95537E-01,2.81037E-01
1198,1.91565E+01,5.52281E+00,1.86226E+00,9.94766E-01,2.80832E-01
1199,1.91417E+01,5.51860E+00,1.86082E+00,9.93996E-01,2.80628E-01
1200,1.91268E+01,5.51439E+00,1.85939E+00,9.93227E-01,2.80424E-01
1201,1.91119E+01,5.51020E+00,1.85795E+00,9.92460E-01,2.80220E-01
1202,1.90971E+01,5.50600E+00,1.85652E+00,9.91694E-01,2.80017E-01
1203,1.90823E+01,5.50182E+00,1.85510E+00,9.90929E-01,2.79814E-01
1204,1.90675E+01,5.49764E+00,1.85367E+00,9.90165E-01,2.79611E-01
1205,1.90528E+01,5.49347E+00,1.85225E+00,9.89402E-01,2.79408E-01
1206,1.90381E+01,5.48930E+00,1.85083E+00,9.88641E-01,2.79206E-01
1207,1.90234E+01,5.48514E+00,1.84941E+00,9.87880E-01,2.79004E-01
1208,1.90087E+01,5.48099E+00,1.84799E+00,9.87121E-01,2.78803E-01
1209,1.89940E+01,5.47685E+00,1.84657E+00,9.86363E-01,2.78601E-01
1210,1.89794E+01,5.47271E+00,1.84516E+00,9.85607E-01,2.78400E-01
1211,1.89648E+01,5.46858E+00,1.84375E+00,9.84851E-01,2.78200E-01
1212,1.89502E+01,5.46446E+00,1.84234E+00,9.84096E-01,2.77999E-01
1213,1.89357E+01,5.46034E+00,1.84093E+00,9.83343E-01,2.77799E-01
1214,1.89211E+01,5.45623E+00,1.83953E+00,9.82591E-01,2.77599E-01
1215,1.89066E+01,5.45213E+00,1.83813E+00,9.81840E-01,2.77400E-01
1216,1.88921E+01,5.44803E+00,1.83673E+00,9.81090E-01,2.77200E-01
1217,1.88777E+01,5.44394E+00,1.83533E+00,9.80342E-01,2.77001E-01
1218,1.88633E+01,5.43986E+00,1.83393E+00,9.79594E-01,2.76803E-01
1219,1.88488E+01,5.43578E+00,1.83254E+00,9.78848E-01,2.76604E-01
1220,1.88344E+01,5.43171E+00,1.83114E+00,9.78103E-01,2.76406E-01
1221,1.88201E+01,5.42765E+00,1.82975E+00,9.77359E-01,2.76208E-01
1222,1.88057E+01,5.42359E+00,1.82837E+00,9.76616E-01,2.76011E-01
1223,1.87914E+01,5.41954E+00,1.82698E+00,9.75874E-01,2.75813E-01
1224,1.87771E+01,5.41549E+00,1.82559E+00,9.75134E-01,2.75616E-01
1225,1.87628E+01,5.41146E+00,1.82421E+00,9.74394E-01,2.75420E-01
1226,1.87486E+01,5.40743E+00,1.82283E+00,9.73656E-01,2.75223E-01
1227,1.87344E+01,5.40340E+00,1.82145E+00,9.72919E-01,2.75027E-01
1228,1.87202E+01,5.39939E+00,1.82008E+00,9.72182E-01,2.74831E-01
1229,1.87060E+01,5.39538E+00,1.81870E+00,9.71447E-01,2.74635E-01
1230,1.86918E+01,5.39137E+00,1.81733E+00,9.70714E-01,2.74440E-01
1231,1.86777E+01,5.38737E+00,1.81596E+00,9.69981E-01,2.74245E-01
1232,1.86636E+01,5.38338E+00,1.81459E+00,9.69249E-01,2.74050E-01
1233,1.86495E+01,5.37940E+00,1.81323E+00,9.68519E-01,2.73856E-01
1234,1.86354E+01,5.37542E+00,1.81186E+00,9.67789E-01,2.73661E-01
1235,1.86214E+01,5.37145E+00,1.81050E+00,9.67061E-01,2.73467E-01
1236,1.86074E+01,5.36748E+00,1.80914E+00,9.66334E-01,2.73274E-01
1237,1.85934E+01,5.36352E+00,1.80778E+00,9.65608E-01,2.73080E-01
1238,1.85794E+01,5.35957E+00,1.80642E+00,9.64883E-01,2.72887E-01
1239,1.85654E+01,5.35562E+00,1.80507E+00,9.64159E-01,2.72694E-01
1240,1.85515E+01,5.35168E+00,1.80372E+00,9.63436E-01,2.72501E-01
1241,1.85376E+01,5.34775E+00,1.80236E+00,9.62715E-01,2.72309E-01
1242,1.85237E+01,5.34382E+00,1.80102E+00,9.61994E-01,2.72117E-01
1243,1.85099E+01,5.33990E+00,1.79967E+00,9.61275E-01,2.71925E-01
1244,1.84960E+01,5.33599E+00,1.79832E+00,9.60556E-01,2.71734E-01
1245,1.84822E+01,5.33208E+00,1.79698E+00,9.59839E-01,2.71542E-01
1246,1.84684E+01,5.32817E+00,1.79564E+00,9.59123E-01,2.71351E-01
1247,1.84546E+01,5.32428E+00,1.79430E+00,9.58408E-01,2.71160E-01
1248,1.84409E+01,5.32039E+00,1.79296E+00,9.57694E-01,2.70970E-01
1249,1.84271E+01,5.31650E+00,1.79163E+00,9.56981E-01,2.70780E-01
1250,1.84134E+01,5.31263E+00,1.79029E+00,9.56269E-01,2.70590E-01
1251,1.83998E+01,5.30876E+00,1.78896E+00,9.55558E-01,2.70400E-01
1252,1.83861E+01,5.30489E+00,1.78763E+00,9.54848E-01,2.70211E-01
1253,1.83725E+01,5.30103E+00,1.78631E+00,9.54139E-01,2.70021E-01
1254,1.83588E+01,5.29718E+00,1.78498E+00,9.53432E-01,2.69832E-01
1255,1.83452E+01,5.29333E+00,1.78366E+00,9.52725E-01,2.69644E-01
1256,1.83317E+01,5.28949E+00,1.78233E+00,9.52020E-01,2.69455E-01
1257,1.83181E+01,5.28566E+00,1.78101E+00,9.51315E-01,2.69267E-01
1258,1.83046E+01,5.28183E+00,1.77969E+00,9.50612E-01,2.69079E-01
1259,1.82911E+01,5.27801E+00,1.77838E+00,9.49909E-01,2.68892E-01
1260,1.82776E+01,5.27419E+00,1.77706E+00,9.49208E-01,2.68704E-01
1261,1.82641E+01,5.27038E+00,1.77575E+00,9.48508E-01,2.68517E-01
1262,1.82507E+01,5.26658E+00,1.77444E+00,9.47808E-01,2.68330E-01
1263,1.82372E+01,5.26278E+00,1.77313E+00,9.47110E-01,2.68144E-01
1264,1.82238E+01,5.25899E+00,1.77182E+00,9.46413E-01,2.67957E-01
1265,1.82105E+01,5.25520E+00,1.77052E+00,9.45717E-01,2.67771E-01
1266,1.81971E+01,5.25142E+00,1.76921E+00,9.45022E-01,2.67585E-01
1267,1.81838E+01,5.24765E+00,1.76791E+00,9.44328E-01,2.67400E-01
1268,1.81704E+01,5.24388E+00,1.76661E+00,9.43635E-01,2.67214E-01
1269,1.81571E+01,5.24012E+00,1.76531E+00,9.42943E-01,2.67029E-01
1270,1.81439E+01,5.23636E+00,1.76402E+00,9.42252E-01,2.66845E-01
1271,1.81306E+01,5.23261E+00,1.76272E+00,9.41562E-01,2.66660E-01
1272,1.81174E+01,5.22886E+00,1.76143E+00,9.40873E-01,2.66476E-01
1273,1.81042E+01,5.22512E+00,1.76014E+00,9.40185E-01,2.66292E-01
1274,1.80910E+01,5.22139E+00,1.75885E+00,9.39498E-01,2.66108E-01
1275,1.80778E+01,5.21766E+00,1.75756E+00,9.38812E-01,2.65924E-01
1276,1.80647E+01,5.21394E+00,1.75628E+00,9.38128E-01,2.65741E-01
1277,1.80515E+01,5.21023E+00,1.75499E+00,9.37444E-01,2.65558E-01
1278,1.80384E+01,5.20652E+00,1.75371E+00,9.36761E-01,2.65375E-01
1279,1.80253E+01,5.20281E+00,1.75243E+00,9.36079E-01,2.65192E-01
1280,1.80123E+01,5.19912E+00,1.75115E+00,9.35398E-01,2.65010E-01
1281,1.79992E+01,5.19542E+00,1.74988E+00,9.34719E-01,2.64828E-01
1282,1.79862E+01,5.19174E+00,1.74860E+00,9.34040E-01,2.64646E-01
1283,1.79732E+01,5.18806E+00,1.74733E+00,9.33362E-01,2.64464E-01
1284,1.79602E+01,5.18438E+00,1.74606E+00,9.32685E-01,2.64283E-01
1285,1.79473E+01,5.18071E+00,1.74479E+00,9.32009E-01,2.64102E-01
1286,1.79343E+01,5.17705E+00,1.74352E+00,9.31335E-01,2.63921E-01
1287,1.79214E+01,5.17339E+00,1.74225E+00,9.30661E-01,2.63740E-01
1288,1.79085E+01,5.16974E+00,1.74099E+00,9.29988E-01,2.63560E-01
1289,1.78956E+01,5.16609E+00,1.73973E+00,9.29316E-01,2.63379E-01
1290,1.78828E+01,5.16245E+00,1.73847E+00,9.28645E-01,2.63199E-01
1291,1.78699E+01,5.15882E+00,1.73721E+00,9.27975E-01,2.63020E-01
1292,1.78571E+01,5.15519E+00,1.73595E+00,9.27306E-01,2.62840E-01
1293,1.78443E+01,5.15156E+00,1.73469E+00,9.26638E-01,2.62661E-01
1294,1.78315E+01,5.14794E+00,1.73344E+00,9.25971E-01,2.62482E-01
1295,1.78188E+01,5.14433E+00,1.73219E+00,9.25305E-01,2.62303E-01
1296,1.78060E+01,5.14072E+00,1.73094E+00,9.24640E-01,2.62125E-01
1297,1.77933E+01,5.13712E+00,1.72969E+00,9.23976E-01,2.61946E-01
1298,1.77806E+01,5.13352E+00,1.72844E+00,9.23313E-01,2.61768E-01
1299,1.77679E+01,5.12993E+00,1.72720E+00,9.22651E-01,2.61590E-01
1300,1.77553E+01,5.12635E+00,1.72595E+00,9.21990E-01,2.61413E-01
1301,1.77426E+01,5.12277E+00,1.72471E+00,9.21330E-01,2.61235E-01
1302,1.77300E+01,5.11919E+00,1.72347E+00,9.20671E-01,2.61058E-01
1303,1.77174E+01,5.11563E+00,1.72223E+00,9.20012E-01,2.60881E-01
1304,1.77048E+01,5.11206E+00,1.72099E+00,9.19355E-01,2.60705E-01
1305,1.76923E+01,5.10850E+00,1.71976E+00,9.18699E-01,2.60528E-01
1306,1.76797E+01,5.10495E+00,1.71853E+00,9.18043E-01,2.60352E-01
1307,1.76672E+01,5.10140E+00,1.71729E+00,9.17389E-01,2.60176E-01
1308,1.76547E+01,5.09786E+00,1.71606E+00,9.16735E-01,2.60000E-01
1309,1.76422E+01,5.09433E+00,1.71483E+00,9.16083E-01,2.59825E-01
1310,1.76298E+01,5.09080E+00,1.71361E+00,9.15431E-01,2.59650E-01
1311,1.76173E+01,5.08727E+00,1.71238E+00,9.14780E-01,2.59475E-01
1312,1.76049E+01,5.08375E+00,1.71116E+00,9.14131E-01,2.59300E-01
1313,1.75925E+01,5.08024E+00,1.70994E+00,9.13482E-01,2.59125E-01
1314,1.75801E+01,5.07673E+00,1.70872E+00,9.12834E-01,2.58951E-01
1315,1.75678E+01,5.07322E+00,1.70750E+00,9.12187E-01,2.58777E-01
1316,1.75554E+01,5.06972E+00,1.70628E+00,9.11541E-01,2.58603E-01
1317,1.75431E+01,5.06623E+00,1.70507E+00,9.10896E-01,2.58429E-01
1318,1.75308E+01,5.06274E+00,1.70385E+00,9.10252E-01,2.58255E-01
1319,1.75185E+01,5.05926E+00,1.70264E+00,9.09608E-01,2.58082E-01
1320,1.75062E+01,5.05578E+00,1.70143E+00,9.08966E-01,2.57909E-01
1321,1.74940E+01,5.05231E+00,1.70022E+00,9.08325E-01,2.57736E-01
1322,1.74818E+01,5.04884E+00,1.69901E+00,9.07684E-01,2.57564E-01
1323,1.74695E+01,5.04538E+00,1.69781E+00,9.07045E-01,2.57391E-01
1324,1.74574E+01,5.04192E+00,1.69660E+00,9.06406E-01,2.57219E-01
1325,1.74452E+01,5.03847E+00,1.69540E+00,9.05768E-01,2.57047E-01
1326,1.74330E+01,5.03503E+00,1.69420E+00,9.05131E-01,2.56876E-01
1327,1.74209E+01,5.03159E+00,1.69300E+00,9.04496E-01,2.56704E-01
1328,1.74088E+01,5.02815E+00,1.69180E+00,9.03861E-01,2.56533E-01
1329,1.73967E+01,5.02472E+00,1.69061E+00,9.03226E-01,2.56362E-01
1330,1.73846E+01,5.02129E+00,1.68941E+00,9.02593E-01,2.56191E-01
1331,1.73726E+01,5.01787E+00,1.68822E+00,9.01961E-01,2.56020E-01
1332,1.73605E+01,5.01446E+00,1.68703E+00,9.01330E-01,2.55850E-01
1333,1.73485E+01,5.01105E+00,1.68584E+00,9.00699E-01,2.55680E-01
1334,1.73365E+01,5.00764E+00,1.68465E+00,9.00070E-01,2.55510E-01
1335,1.73245E+01,5.00424E+00,1.68347E+00,8.99441E-01,2.55340E-01
1336,1.73125E+01,5.00085E+00,1.68228E+00,8.98813E-01,2.55170E-01
1337,1.73006E+01,4.99746E+00,1.68110E+00,8.98186E-01,2.55001E-01
1338,1.72887E+01,4.99407E+00,1.67992E+00,8.97560E-01,2.54832E-01
1339,1.72768E+01,4.99069E+00,1.67874E+00,8.96935E-01,2.54663E-01
1340,1.72649E+01,4.98732E+00,1.67756E+00,8.96311E-01,2.54494E-01
1341,1.72530E+01,4.98395E+00,1.67638E+00,8.95687E-01,2.54326E-01
1342,1.72411E+01,4.98059E+00,1.67521E+00,8.95065E-01,2.54158E-01
1343,1.72293E+01,4.97723E+00,1.67403E+00,8.94443E-01,2.53990E-01
1344,1.72175E+01,4.97387E+00,1.67286E+00,8.93823E-01,2.53822E-01
1345,1.72057E+01,4.97052E+00,1.67169E+00,8.93203E-01,2.53654E-01
1346,1.71939E+01,4.96718E+00,1.67052E+00,8.92584E-01,2.53487E-01
1347,1.71821E+01,4.96384E+00,1.66935E+00,8.91966E-01,2.53320E-01
1348,1.71704E+01,4.96050E+00,1.66819E+00,8.91349E-01,2.53153E-01
1349,1.71587E+01,4.95717E+00,1.66702E+00,8.90732E-01,2.52986E-01
1350,1.71470E+01,4.95385E+00,1.66586E+00,8.90117E-01,2.52819E-01
1351,1.71353E+01,4.95053E+00,1.66470E+00,8.89502E-01,2.52653E-01
1352,1.71236E+01,4.94721E+00,1.66354E+00,8.88888E-01,2.52487E-01
1353,1.71119E+01,4.94390E+00,1.66238E+00,8.88276E-01,2.52321E-01
1354,1.71003E+01,4.94060E+00,1.66122E+00,8.87664E-01,2.52155E-01
1355,1.70887E+01,4.93730E+00,1.66007E+00,8.87052E-01,2.51989E-01
1356,1.70771E+01,4.93400E+00,1.65891E+00,8.86442E-01,2.51824E-01
1357,1.70655E+01,4.93071E+00,1.65776E+00,8.85833E-01,2.51659E-01
1358,1.70539E+01,4.92743E+00,1.65661E+00,8.85224E-01,2.51494E-01
1359,1.70424E+01,4.92415E+00,1.65546E+00,8.84616E-01,2.51329E-01
1360,1.70309E+01,4.92087E+00,1.65431E+00,8.84009E-01,2.51165E-01
1361,1.70193E+01,4.91760E+00,1.65316E+00,8.83403E-01,2.51001E-01
1362,1.70078E+01,4.91433E+00,1.65202E+00,8.82798E-01,2.50836E-01
1363,1.69964E+01,4.91107E+00,1.65088E+00,8.82194E-01,2.50673E-01
1364,1.69849E+01,4.90781E+00,1.64973E+00,8.81590E-01,2.50509E-01
1365,1.69735E+01,4.90456E+00,1.64859E+00,8.80988E-01,2.50345E-01
1366,1.69620E+01,4.90131E+00,1.64746E+00,8.80386E-01,2.50182E-01
1367,1.69506E+01,4.89807E+00,1.64632E+00,8.79785E-01,2.50019E-01
1368,1.69393E+01,4.89483E+00,1.64518E+00,8.79185E-01,2.49856E-01
1369,1.69279E+01,4.89160E+00,1.64405E+00,8.78585E-01,2.49693E-01
1370,1.69165E+01,4.88837E+00,1.64291E+00,8.77987E-01,2.49531E-01
1371,1.69052E+01,4.88515E+00,1.64178E+00,8.77389E-01,2.49369E-01
1372,1.68939E+01,4.88193E+00,1.64065E+00,8.76793E-01,2.49206E-01
1373,1.68826E+01,4.87871E+00,1.63952E+00,8.76197E-01,2.49045E-01
1374,1.68713E+01,4.87550E+00,1.63840E+00,8.75601E-01,2.48883E-01
1375,1.68600E+01,4.87230E+00,1.63727E+00,8.75007E-01,2.48721E-01
1376,1.68488E+01,4.86910E+00,1.63615E+00,8.74414E-01,2.48560E-01
1377,1.68375E+01,4.86590E+00,1.63502E+00,8.73821E-01,2.48399E-01
1378,1.68263E+01,4.86271E+00,1.63390E+00,8.73229E-01,2.48238E-01
1379,1.68151E+01,4.85952E+00,1.63278E+00,8.72638E-01,2.48077E-01
1380,1.68039E+01,4.85634E+00,1.63166E+00,8.72048E-01,2.47917E-01
1381,1.67928E+01,4.85316E+00,1.63055E+00,8.71458E-01,2.47756E-01
1382,1.67816E+01,4.84999E+00,1.62943E+00,8.70870E-01,2.47596E-01
1383,1.67705E+01,4.84682E+00,1.62832E+00,8.70282E-01,2.47436E-01
1384,1.67594E+01,4.84366E+00,1.62720E+00,8.69695E-01,2.47277E-01
1385,1.67483E+01,4.84050E+00,1.62609E+00,8.69109E-01,2.47117E-01
1386,1.67372E+01,4.83735E+00,1.62498E+00,8.68524E-01,2.46958E-01
1387,1.67262E+01,4.83420E+00,1.62387E+00,8.67939E-01,2.46798E-01
1388,1.67151E+01,4.83105E+00,1.62277E+00,8.67355E-01,2.46639E-01
1389,1.67041E+01,4.82791E+00,1.62166E+00,8.66773E-01,2.46481E-01
1390,1.66931E+01,4.82477E+00,1.62056E+00,8.66190E-01,2.46322E-01
1391,1.66821E+01,4.82164E+00,1.61945E+00,8.65609E-01,2.46164E-01
1392,1.66711E+01,4.81852E+00,1.61835E+00,8.65029E-01,2.46005E-01
1393,1.66601E+01,4.81539E+00,1.61725E+00,8.64449E-01,2.45847E-01
1394,1.66492E+01,4.81227E+00,1.61615E+00,8.63870E-01,2.45690E-01
1395,1.66383E+01,4.80916E+00,1.61505E+00,8.63292E-01,2.45532E-01
1396,1.66274E+01,4.80605E+00,1.61396E+00,8.62714E-01,2.45375E-01
1397,1.66165E+01,4.80295E+00,1.61286E+00,8.62138E-01,2.45217E-01
1398,1.66056E+01,4.79984E+00,1.61177E+00,8.61562E-01,2.45060E-01
1399,1.65947E+01,4.79675E+00,1.61068E+00,8.60987E-01,2.44903E-01
1400,1.65839E+01,4.79366E+00,1.60959E+00,8.60413E-01,2.44747E-01
1401,1.65730E+01,4.79057E+00,1.60850E+00,8.59840E-01,2.44590E-01
1402,1.65622E+01,4.78749E+00,1.60741E+00,8.59267E-01,2.44434E-01
1403,1.65514E+01,4.78441E+00,1.60633E+00,8.58695E-01,2.44278E-01
1404,1.65407E+01,4.78133E+00,1.60524E+00,8.58124E-01,2.44122E-01
1405,1.65299E+01,4.77826E+00,1.60416E+00,8.57554E-01,2.43966E-01
1406,1.65192E+01,4.77520E+00,1.60308E+00,8.56984E-01,2.43810E-01
1407,1.65084E+01,4.77214E+00,1.60199E+00,8.56416E-01,2.43655E-01
1408,1.64977E+01,4.76908E+00,1.60092E+00,8.55848E-01,2.43500E-01
1409,1.64870E+01,4.76603E+00,1.59984E+00,8.55281E-01,2.43345E-01
1410,1.64763E+01,4.76298E+00,1.59876E+00,8.54714E-01,2.43190E-01
1411,1.64657E+01,4.75994E+00,1.59769E+00,8.54149E-01,2.43035E-01
1412,1.64550E+01,4.75690E+00,1.59661E+00,8.53584E-01,2.42881E-01
1413,1.64444E+01,4.75386E+00,1.59554E+00,8.53020E-01,2.42726E-01
1414,1.64338E+01,4.75083E+00,1.59447E+00,8.52456E-01,2.42572E-01
1415,1.64232E+01,4.74780E+00,1.59340E+00,8.51894E-01,2.42418E-01
1416,1.64126E+01,4.74478E+00,1.59233E+00,8.51332E-01,2.42264E-01
1417,1.64020E+01,4.74176E+00,1.59126E+00,8.50771E-01,2.42111E-01
1418,1.63915E+01,4.73875E+00,1.59020E+00,8.50211E-01,2.41957E-01
1419,1.63809E+01,4.73574E+00,1.58913E+00,8.49651E-01,2.41804E-01
1420,1.63704E+01,4.73273E+00,1.58807E+00,8.49092E-01,2.41651E-01
1421,1.63599E+01,4.72973E+00,1.58701E+00,8.48534E-01,2.41498E-01
1422,1.63494E+01,4.72674E+00,1.58595E+00,8.47977E-01,2.41346E-01
1423,1.63389E+01,4.72374E+00,1.58489E+00,8.47421E-01,2.41193E-01
1424,1.63285E+01,4.72076E+00,1.58383E+00,8.46865E-01,2.41041E-01
1425,1.63180E+01,4.71777E+00,1.58277E+00,8.46310E-01,2.40889E-01
1426,1.63076E+01,4.71479E+00,1.58172E+00,8.45756E-01,2.40737E-01
